url,ursula_score,vision_score,ursula_size,vision_size,manual
https://shopee.co.id/BERGARANSI-SKZOO-Gantungan-Kunci-Keychain-KPOP-STRAY-KIDS-SKZOO-Ganci-Keyring-Bisa-Untuk-Kado-Hadiah-Ulang-Tahun-Ultah-Teman-Pacar-Lucu-Unik-dan-Murah-STAY-Fankit-Stuff-Merch-Merchandhise-id-Sale-Akrilik-Gmbar-2-Sisi-Bolak-Balik-ala-Stray-kids-SKZ-i.227520953.6192586184?sp_atk=24371b7a-c681-4aa4-8671-920fd79a73c3,28,0.34,246483,263472,NP
https://i8aku.app.link/OFW3uM3D3kb,33,0.42,,16596,NP
https://tribunapr.uol.com.br/noticias/curitiba-regiao/eua-rejeitam-pedido-por-centro-de-emissao-de-vistos-em-curitiba/,0,0,0,148956,NP
https://cgn.inf.br/noticia/453731/prf-apreende-54-kg-de-maconha-na-br-277-em-santa-terezinha-de-itaipu,9,0.21,87930,164295,NP
https://www.gohighlevel.com/mike-mancini?fp_ref=mancini-digital&utm_source=youtube&utm_medium=video&utm_campaign=YT&utm_content=3-ways-to-improve-quality-score,28,0.18,737599,781317,NP
https://www.narvar.com:443/tracking/homedepot/ups?tracking_numbers=1Z61F3120396075651&promise_date=2021-11-16--2021-11-16&order_id=WP17619505&cm_mmc=ecc_sms-_-THD_SHIP_CONFIRMATION&system_event=bitly&ecc_ord=WP17619505&messageId=93aea7f8-b12d-44e0-a6c7-3f2004fd3ef5&client=custcomm-kafka-connector-new&environment=prod,28,0.18,,208010,NP
https://smiledirectclub.co.uk/en-gb/checkout/?w=impr&discount=SMSSMILES&utm_source=SFMC&utm_medium=sms&utm_campaign=tof_klead_day10_track2_uk&utm_content=2021-11-09&utm_term=a6fb213f-72e4-4530-a342-a1bbfeb10648&token=,26,0.46,59405,289493,NP
https://get.common.com/thank-you/?brand=common&city_interested=Washington%2C+DC&email=erikayanmary%40gmail.com&first_name=Erika&phone_number=+16469724442&utm_campaign=unresponsive_touch_generic&utm_source=sfdc,13,0.34,,129265,NP
https://www.amg.ac.jp/news/?p=14192,14,0.23,36365,73273,NP
https://nhl.roktcalendar.com/hurricanes/subscription/subscribe?smsId=9a40c73505954175ad2174e82768ac65,39,0.33,304095,266664,NP
https://ljbyi.app.link/orOlOp6U3kb,37,0.36,,15918,NP
https://bnc.lt/FcbmTU7U3kb,28,0.37,,14300,NP
https://www.muellersportsmed.com/b2c-us/en/sports-medicine-products-by-product/kinesiology-tape-sports-medicine-products.html?utm_campaign=Kinesiology+Tape&utm_medium=english+kinesiology+taping&utm_source=vimeo&,25,0.22,168499,167465,NP
https://www.datasciencecentral.com/groups/group/list?invalidSlug=1,21,0.23,,104112,NP
https://helloworld-computerscience.net/2020/12/04/%E3%83%97%E3%83%A9%E3%82%B0%E3%82%A4%E3%83%B3%E4%B8%8D%E8%A6%81%EF%BC%81shopify%E3%81%A7%E8%BF%BD%E5%BE%93%E3%83%9C%E3%82%BF%E3%83%B3%E3%82%92%E5%AE%9F%E8%A3%85%E3%81%99%E3%82%8B%E6%96%B9%E6%B3%95/,16,0.12,47040,47666,NP
https://q56e3.app.link/a7NaQmvV3kb,36,0.3,,15797,C
https://biblio.juridicas.unam.mx/bjv/detalle-libro/4122-garantismo-penal-coleccion-facultad-de-derecho,0,0,0,48961,NP
https://dineroextraoficial.com/duplinow-gana-dinero-en-automatico-2021-muy-rapido/,11,0.25,78478,162732,NP
https://n14vp.app.link/A8Xr7oxV3kb,32,0.34,,13175,C
https://www.exoticdiamondsa.com/collections/mens-diamond-and-gold-bracelets,20,0.26,710032,860692,NP
https://masterlybusiness.com/how-to-take-a-data-driven-approach-to-email-marketing/?ref=quuu&utm_content=buffer9d090&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,16,0.16,212967,523624,NP
https://www.template.net/editable/schedule/google-sheets,31,0.29,203933,205669,NP
https://www.socialnature.com/l-vegetable-chips,19,0.13,17851,113665,NP
http://twiangulate.com/search/MapuaUniv-michael/common_followers/table/my_friends-1/,18,0.18,26480,43295,NP
https://05v1r.app.link/uRvGsqAV3kb,32,0.29,,13372,C
https://www.snskin.co.kr/product/%EC%97%90%EC%8A%A4%EC%97%94x%EB%B0%94%EB%94%94%EC%9C%8C-%EC%BD%9C%EB%9D%BC%EB%B3%B4%EB%8D%B0%EC%9D%B4-%EC%9D%B4%EB%B2%A4%ED%8A%B8/108/category/42/display/1/?src=image&kw=0003A7,32,0.29,142555,162701,NP
https://www.caravansplus.com.au/guides/selecting-the-correct-caravan-air-conditioner-a-8.html,27,0.3,155229,155323,NP
https://u7fs8.app.link/eN4CroXV3kb,32,0.28,,13372,C
https://portal.airtelbank.com/cdReceipt/index.html?transactionId=csqSOX2JJg9C9bLN2PVpUQ==,0,0,0,49059,NP
https://macul.my.id/8ab54bb?s1=Kopi,32,0.33,55523,56606,NP
https://q5wic.app.link/DaG8McEV3kb,41,0.3,,13324,C
https://entfacialplastics.com/schedule-appointment,15,0.18,57640,61709,NP
https://us06web.zoom.us/j/87172120950?pwd=bzUwWUthcE01TTNSRmpwTnN5R24vUT09,0,0,0,125292,NP
http://belinda.qfalenagp8.xyz/d2J1akosTVNJLUFET05JVCwxNjM2NTA3NDc2LCxJTU9ORVRJWkVJVDEsSGkhIEknbTogVGF5bGVyIDogT24gbGl2ZSBzaG93cyEs,38,0.39,18374,14358,C
https://homecredit.ph/home-credit-loan/?utm_source=facebook&utm_medium=organic&utm_campaign=AllHome&utm_content=lead-to-web,17,0.2,105952,112637,C
https://fkjewellers.com/products/sterling-silver-925-oval-shaped-picture-necklace-fkjnkl1962,13,0.18,323954,508317,NP
https://www.goodrooms.jp/fukuoka/detail/005/1000841678/?utm_source=Facebook&utm_campaign=Fukuoka&utm_medium=social,20,0.26,63797,75422,NP
http://cableguy.com/shop/search.php?where=all&keyword=300600,34,0.26,61808,60424,NP
https://calendly.com/holiday-park-resort-innovation-summit/holiday-park-resort-innovation-summit?month=2021-11&utm_source=HP+Event+2021&utm_medium=LinkedIn&utm_campaign=Holiday+Park+%26+Resort+Innovation+Show+2021,0,0,0,79202,NP
https://japanese.engadget.com/sale-aya-neo-022521166.html?3,0,0,0,1155527,NP
https://jumily.com/collections/jumily-products/products/smart-hand-gesture-control-flying-ball-drone-toys-infrared-induction-kids-mini-ufo?variant=41966277034232,19,0.31,403508,727171,NP
https://www.ilgazzettino.it/nordest/rovigo/piscina_tariffe_aumenti_famiglie-6311585.html,31,0.26,241994,240357,NP
https://smiledirectclub.com/checkout/?w=impr&discount=TEXT12&utm_source=SFMC&utm_medium=sms&utm_campaign=tof_slead_day10_track1_pr&utm_content=2021-11-10&utm_term=93b296f2-3b69-4731-8089-ef2a85d6d39b&token=cmJyaWxsb25jcnV6QGdtYWlsLmNvbToxbWgzQ1M6alBHSXNnMlBGVDBITFM4blY0WGRwNzJvellN,33,0.38,,164056,NP
https://www.newstracklive.com/news/when-bitcoin-reaches-a-historic-high-of-usd-68000-tim-cook-announces-that-he-owns-crypto-sc57-nu318-ta901-1472369-1.html,17,0.21,219725,288389,NP
http://gabriela.selfiegrils18plus.xyz/aVZmUTEsTVNJLUFET05JVCwxNjM2NTA3MTAyLCxJTU9ORVRJWkVJVDEsSGkhIEknbTogVGVycmkgOiBPbiBsaXZlIHNob3dzISw,39,0.39,18444,19252,C
https://www.jalan.net/uw/uwp3200/uww3201init.do?contHideFlg=1&stayYear=&stayMonth=&stayDay=&roomCount=1&roomCrack=000000&smlCd=172002&yadNo=318219&distCd=01&dateUndecided=1&screenId=UWW3101&planCd=03103276&roomTypeCd=0159621&planListNumPlan=18_13_0&groupBookingFlg=,33,0.37,71642,100539,C
https://rue9b.app.link/io9t8dY52kb,28,0.3,,12123,C
https://ria.ru/20140706/1014881585.html,30,0.43,158866,881503,NP
https://toandayvn.com/bao-bo-bao-duong-be-tong-q9-giao-hang-tan-noi-gia-hop-ly/,12,0.16,73576,105613,NP
http://parking.zoomansa.com/client/owner.jsp?tranUID=150295,37,0.12,,5304,NP
https://www.sportsdirect.com/searchresults?descriptionfilter=Pierre+Cardin+Mens#dcp=1&dppp=120&OrderBy=price_asc&Filter=CATG%5EShirts%7CACSIZE%5ES,28,0.34,,1460780,NP
https://pub.mercedes-benz.social/Anniversary_TH_1?key=a0D1000001jSMg0EAG,15,0.08,,1067,NP
https://189slot7.denicek.eu/,22,0.3,23649,38206,NP
https://www.needthatsmile.co.uk/cart/,14,0.12,,130664,NP
https://dateangelsone.info/?s1=lvlv4&s3=SEP#p0HZ63zgWs,17,0.11,,5918,NP
https://52x7u.app.link/ayPEWqGG3kb,40,0.25,,8497,C
https://alarmeringen.nl/noord-holland/kennemerland/overveen/38416534/p2000-ambulance-naar-zeeweg-in-overveen-voor-ongeval-zonder-gewonden.html?utm_source=rss&utm_medium=kennemerland&utm_campaign=sharing,22,0.15,,52087,NP
https://xtp0b.app.link/PFWAM4CI3kb,40,0.39,,18949,C
https://www.dropbox.com/sh/1uiwm2s9go5wxrk/AAAnL6oZ7bUIavaERHqRyPZxa?dl=0,0,0,0,462914,NP
https://www.zumba.com/en-US/login?redirect=%2Fen-US%2Fmember%2Fstudio%2F,34,0.36,66934,92077,NP
https://moovesuplementos.com.br/dtcaps/?mcr=ABP8565222,11,0.09,96871,101800,NP
https://pjlpv.app.link/xKjG9N642kb,40,0.3,,12123,C
https://cafeservices.com.au/collections/coffee-resources/products/the-cupping-attributes-poster-scaa,9,0.18,150249,313562,NP
https://jualhargatabungpemadamkosong.blogspot.com/,16,0,144502,145699,NP
https://pqaor.app.link/DTxCblIZ3kb,12,0.38,,18470,C
https://boards.4chan.org/r/res/6968487,7,0.08,6505,6505,NP
https://en.wikipedia.org/wiki/Serbia?utm_source=Wikipedia&utm_medium=Serbia#/media/File:Serbia_(orthographic_projection).svg,0,0,0,981934,NP
https://www.scgbuildingmaterials.com/th/solution/roof-expert-new-house?utm_source=FBSCG&utm_medium=Daily-HealthyHomeIsSafeZone&utm_campaign=111121_FBSCG_Daily-HealthyHomeIsSafeZone_Ideas_All_General_Album_TrendandLifestyle_SCGBrand_DigitalLife,28,0.28,,282645,NP
https://skinmedic-olbia.movylo.it/index.php?pag=product&id=58&c=60_15796,21,0.13,,28289,NP
https://login-qa1-mssip.morganstanleyclientserv.com/msologin/redirection/transfers?alertId=2c38e3d6-f297-4e11-bdb3-5dc8ba4863b2&icid=whmt-sms-wing-pndg_auth_wire&mid=2c38e3d6-f297-4e11-bdb3-5dc8ba4863b2,28,0.33,19508,19473,C
https://freeaccess444.wixsite.com/emilyliberty05,49,0,470946,473612,NP
https://f0mxe.app.link/YiZqTuhZ3kb,26,0.47,,19985,C
https://pikfj.app.link/JZpXA95Z3kb,26,0.42,,20013,C
https://edaul.app.link/DbDEskfZ3kb,26,0.38,,14275,C
https://www.stanwinstonschool.com/tutorials/how-to-make-an-eye-mechanism-design-3d-printing-assembly?utm_campaign=On-Demand+Webcourse&utm_medium=DCOV+-++How+To+Make+An+Eye+Mechanism&utm_source=youtube,7,0.15,9048,74433,NP
https://h3om6.app.link/4dc7WuMZ3kb,26,0.38,,17541,C
https://nnzkc.app.link/4lsmgXpG2kb,26,0.2,,7941,C
https://www.bss.uz/news/2049-uchastniki-buhgalterskogo-diktanta-poluchili-pervye-podskazki?utm_campaign=refer&utm_medium=post&utm_source=OK,4,0.11,2722,2722,NP
https://millionheadpro.com/product-detail.php?id=4869,16,0.2,72690,217565,NP
https://item.fril.jp/db5ae1df182251600e157125259cf1f5?_gl=1*4vtdho*_ga*NzEzMDM3NTIwLjE1OTMwMDk0MzA.*_ga_7KV9PBS698*MTYzNjUxNjQ1OC4xMzguMS4xNjM2NTI0MTI2LjEz,27,0.25,,142386,NP
https://www.iqos.com/de/de/preference-center.html?data=sDm1jmlDBx8hegPLF8R/yCm5/snRAeu5g2MNUEpnmghSoTuwi8axXttFmjX8sOq1iEQlRqKmIKInFTsfdKLKxw%3D%3D&key=79d6bb837848a629&mode=form,28,0.29,,265393,NP
https://www.2ndstreet.jp/goods/detail/goodsId/2335310239481/shopsId/31038,30,0.23,,450286,NP
https://www.onfancy.co.uk/simple-style-high-waist-solid-color-plush-lining-stretch-leggings-stockings.html,21,0.18,64894,97311,NP
https://ohv.parks.ca.gov/?page_id=1164,0,0,0,110312,NP
https://www.surveygizmo.com/s3/5528519/?param1=0015800001SiAjeAAF&param2=489490556&param3=8&channel=sms&utm_medium=sms&utm_source=mc_event&utm_campaign=survey_web_use&utm_content=1,0,0,0,101739,NP
https://www.tourmoz.com/home/together?token=MjAyMTExMTAxNjAxMzE1MEAyMDIxMTExMDE2MDEzMTUwMQ==,20,0.22,18079,17510,NP
https://www.frissononline.com.br/entretenimento/156262/teresa_santos_do_ceara_e_a_miss_brasil_2021,23,0.33,59607,80610,NP
https://www.jcyl.es/web/jcyl/Portada/es/Plantilla100DirectorioPortada/1248366924958/0/1142233505256/DirectorioPadre,28,0.17,,50384,NP
https://insur.square24.com.tw/?utm_source=Post&utm_medium=url&utm_campaign=200531,20,0.28,24350,32655,NP
https://www.cnnchile.com/pais/convocan-marcha-para-este-sabado-por-la-desprivatizacion-del-agua-en-chile_20180427/,15,0.4,57088,334401,NP
https://shopee.co.th/outlet_watch_premium?af_click_lookback=7d&af_reengagement_window=7d&af_siteid=an_15131260000&af_sub_siteid=20029668--WS-88-&af_viewthrough_lookback=1d&is_retargeting=true&pid=affiliates&utm_campaign=-&utm_content=20029668--WS-88-&utm_medium=affiliates&utm_source=an_15131260000,30,0.27,219444,279988,NP
https://www.hlj.com/pokemon-terrarium-collection-ex-galar-region-2-1box-6pcs-rem20641?utm_campaign=pokemon%3A+terrarium+collection+ex+galar+region+2&utm_content=com+profile&utm_medium=social&utm_source=t.co,23,0.33,,925411,NP
https://www.lekkeslaap.co.za/lekkeslaap-blog/gholf-langs-die-kus?flush=yes,32,0.22,90792,110664,NP
https://www.liveworksheets.com/c?a=s&cd=p24mjr396xl3lgpnmgmnklzr2ngnxxxxge&db=0&f=dzduuuuz&g=%E0%B8%A1.1&i=dxzxdcn&l=zs&ms=f&n=%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%9A%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%A1.1+%E0%B9%80%E0%B8%97%E0%B8%AD%E0%B8%A1+2&r=te&s=%E0%B8%9B%E0%B8%8F%E0%B8%B4%E0%B8%9A%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%95%E0%B8%B4%E0%B8%A1.1+%E0%B9%80%E0%B8%97%E0%B8%AD%E0%B8%A1+2&sr=n&t=09xoe748un7,37,0.38,190008,205671,NP
https://www.unrealengine.com/marketplace/en-US/product/assetsville-town,22,0.22,367776,341446,NP
https://jobs.kr.karrotmarket.com/shared/job_posts/MTpKb2JQb3N0OjYxN2U1MTk1ZGQ2YWU4MDA0OWRjZmU0YQ==,25,0.1814285714,6251,5795,NP
https://i97f0.app.link/wVqEuPP03kb,15,0.11,,5961,C
http://scredit-api.nizservices.com/short-url-pay/repay-h5?amount=800000&orderId=115759&sign=b10aca9188070ba1fd0f57214a901177&source=H5&userId=77404,8,0.06,,762,NP
https://www.laoistoday.ie/2021/11/10/laois-county-council-commits-to-delivering-612-new-homes-over-the-next-two-years/,14,0.2,190373,202099,NP
https://www.hobbyconsolas.com/noticias/jim-starlin-creador-adam-warlock-cree-version-ucm-tiene-ser-batman-cosmico-962175?utm_content=buffer6bd80&utm_medium=Social&utm_source=Twitter&utm_campaign=HC,22,0.23,165146,128893,NP
https://2r0xp.app.link/kf3JBPz33kb,15,0.26,,12541,C
https://flipagram.onelink.me/sEVC?c=sssniperwolf&pid=tagyouareit,36,0,,63,NP
https://www.kickstart-marketingagency.com/services/cheap-seo-package-service-available/we-offer-seo-package-in-manalapan-florida/,7,0.12,,64826,NP
https://accounts.google.com/ServiceLogin?service=wise&passive=1209600&continue=https://docs.google.com/forms/d/e/1FAIpQLSd-HtnV3XJzn8V3cVq3eb8So9emT2DrhE17uujdXNaPUKC8xA/viewform?usp%3Dsf_link&followup=https://docs.google.com/forms/d/e/1FAIpQLSd-HtnV3XJzn8V3cVq3eb8So9emT2DrhE17uujdXNaPUKC8xA/viewform?usp%3Dsf_link&ltmpl=forms,0,0,0,1853003,NP
https://www.amazon.de/dp/B07TYDPKSR?tag=schnaeppchenjaeger2-21&linkCode=ogi&th=1&psc=1,0,0,0,1208210,NP
https://rapidgator.net/file/38e1b0e860f83e4a3a1fbf99d3d23377/Ani-RJ326227.part3.rar.html,38,0.46,25155,48985,NP
https://app.konnectinsights.com/Survey/My11Circle/qajYCDJzE4UWyDnAOo5sZy8y%2F9z%2FRQuyPYQYD%2BNvvv0=,31,0.39,,21594,NP
https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14174956509,0,0,0,231300,NP
https://www.musculardystrophyuk.org/celebritysportsquiz,16,0.26,43937,84077,NP
https://www.lessmet.com/products/radio-durgence-meteo?st=,32,0.27,209998,292416,NP
https://pt.iqos.com/pt?linkId=139515103,28,0.34,,290373,NP
https://devpost.com/playiwin-net,27,0.25,29345,135005,NP
https://www.kingpower.com/product/8215813?utm_source=facebook&utm_medium=KPC&utm_campaign=timeline_powerdeal-18-11-21&utm_content=timeline_powerdeal-18-11-21,43,0.35,866666,618726,NP
https://vly1k.app.link/XubPgwSY3kb,32,0.12,,5953,C
https://www.motivasi-islami.com/mempercepat-meraih-sukses/,8,0.13,96498,121430,NP
https://www.lulu.com/en/en/shop/rabbi-oury-cherky/brit-shalom-by-rabbi-oury-cherki/hardcover/product-rrnmv2.html?page=1&pageSize=4,0,0,0,64656,NP
https://jobs.kenoby.com/cipher?utm_content=182723082&utm_medium=social&utm_source=facebook&hss_channel=fbp-189259674448708,13,0.22,22080,126404,NP
https://myemail.constantcontact.com/February-Triumph---New-Webinars--Blog-Posts--Resources-and-More-.html?soid=1114973702212&aid=QFilmUsMeQM,0,0,0,69539,NP
https://wgv2g.app.link/3E2g8TX33kb,32,0.37,,15887,NP
https://api.periodica.press/payments/v2/approve?id=136859&token=$2a$04$1ubIc34H.jPU83RKb.83tuzO1xlLg6YOVlKmXcKXfjGLNDcvRFVje,15,0.16,2425,2222,NP
https://shop.sekaibunka.com/item/9000-006170-0-0/,19,0.23,51021,67751,NP
http://uploaded.net/file/oq9fsuqc/%28Game%20CG%29%20320259.rar,28,0.33,19940,22604,NP
https://lo4uh.app.link/hIaRtTSZ3kb,33,0.4,,18373,C
https://www.surveymonkey.com/r/MVRX35Z?customerId=gaurav+kumar&empId=570593&orderId=570593&process=Inspection&product=UCA,0,0,0,73372,NP
https://store.hpplus.jp/fs/shop/r/r10629/?id=LINE_msg_20211113_9&utm_source=LINE&utm_medium=social&utm_campaign=LINE_msg&utm_content=fs_20211113_9,32,0.27,788478,268090,NP
"https://pl.aliexpress.com/item/32852833929.html?spm=a2g0o.productlist.0.0.668c5af08nOYA9&algo_pvid=b1a638cd-9f08-4e25-84a9-b6c680157c74&algo_expid=b1a638cd-9f08-4e25-84a9-b6c680157c74-3&btsid=570d6bc5-e458-49b1-aebc-54da52384e0f&ws_ab_test=searchweb0_0,searchweb201602_7,searchweb201603_52",0,0,0,303175,NP
https://ev191.app.link/YXRc0UVZ3kb,26,0.36,,14290,C
