url,ursula_score,vision_score,ursula_size,vision_size,manual
https://eduscavenger.com/GA/Reset-Gmail-Password.html,67,0.67,,7448,P
https://cloud.e-news.chanel.com/sms_unsubscribe_tha?ID=0032v00003nvZ7NAAU&MarketDivision=THA+-+FBP,67,0.27,,10388,NP
https://darwin-samuel-provincial-resident.trycloudflare.com/login.html,69,0,,39,D
https://ovaltine.co.th/QrcodeCampaign/MaltChoco180ml/,69,0,61599,64152,NP
http://spacer.co.kr/editor/reg/recv.php?06h=wzl7&wy3icj=7oj1pz0&i0pl42zj=FQhPFwEBCAtcTwVSCUkvDwYEHQNKBRdaEFkMSQwBXAkTDhQWSxRYUVkMHwgbD1ocGQcBFFVTQ0AOUBsOFQIWVRgASwpSR0UHSgxJDxMbHExVUEsPAgNTD0pd&ha94w9dor=agrxqdfx760b9xo&xupeait1jc=JgwAHQZdVB5zcHcVSg4L,78,0.79,80388,80388,NP
https://one-drive4business.web.app/?email=dph@zircarceramics.com,77,0.68,14667,14667,P
https://botrapor.000webhostapp.com/VerPrg1/lap_kdvcr.php,67,0.72,,8001,D
http://45.126.186.48/,67,0.57,145059,144989,P
https://zxcbzxcbxb.000webhostapp.com/,71,0.02,5627,28667,P
http://ad5a-36-85-220-98.ngrok.io/,97,0,158946,164,D
https://mrautogene.blogspot.com/,70,0,59230,59308,P
https://gamecnet.ml/15c8ce3,81,0.74,59785,62708,P
http://idn-m.teenpattiboss.com/dynamic/subject/teenpatti/tp-master-invitation-v2/share/index.html?invite_code=2089d7078ba84753b21407faa0e83136&package_name=id_game_basic&from=invitepeople_page_whatsapp&area=id,71,0.39,38123,38133,D
https://zxcbzxbb4.000webhostapp.com/,71,0.02,5627,28667,P
https://extend-membership.getyourflixaccess.com/login,89,0,6572,39,P
https://follow-add.live/1/,83,0.82,27657,27705,P
http://minnesotahomeselite.minnesota-new-home-buyer-program.sgizmo.com/s3/,71,0.4473333333,16477,16477,D
https://rhhzdfbndfn5.000webhostapp.com/,71,0.02,5627,28667,P
https://fbc8-103-159-212-138.ngrok.io/login.html,83,0,,167,D
http://pr0d1115211107serv.com/tabloid/PPL_21/US/session/app/signin.php,99,0.96,8739,8739,P
http://electrobrocoli.000webhostapp.com/,67,0.53,,10393,C
https://ppitgaccess-xyz.com.ng/page/index.php?quote=shale@genesisautomation.com,85,0.83,8700,8700,P
https://drpepperenergydrin0.wixsite.com/website,66,0,417321,417327,NP
https://givingapps.vip/lobby-request/?ce48ffb,70,0.63,54150,54278,P
https://siempredoytrabbajoaustedessantitas.000webhostapp.com/,65,0.02,678219,28667,P
https://indiebooksunleashed.com/FSH/FAG/,98,0.96,8673,8673,NP
https://retreat-literally-superior-knows.trycloudflare.com/login.html,98,0,,39,D
https://getyourapps247.extendyourmemberflix.com/login,89,0,,39,P
https://www-checkp0lnt-fb.000webhostapp.com/mail.php,65,0.67,,11127,P
https://0d01-190-237-21-173.ngrok.io/,70,0,14459,166,D
https://molecules-investment-griffin-simon.trycloudflare.com/login.html,97,0,745692,39,D
https://favorites-protein-smoke-recommendation.trycloudflare.com/login.html,98,0,143995,39,D
https://remainder-rental-records-carter.trycloudflare.com/login.html,97,0,,39,D
https://nx%C3%B1s%C3%B1gn-com.filesusr.com/html/5df582_0e433adad17d63a2f07762437a9adb6f.html?Nzk2Njc0Nw==*YWxlam9mMjVuQGdtYWlsLmNvbQ==*aHR0cHM6Ly9ocmVmLmxpLz9odHRwczovL3d3dy5pbnN0YWdyYW0uY29tLw==**SW5zdGFncmFt,97,0,,113,D
https://ekurhulenitalk.co.za/wellsfargo/wels/,96,0.94,9969,9969,P
https://pinepg.in/EIPS/ProcessingEipsRequest?args=AAEF3E1E29CF35EE78C94742D29DF33947F38F2D54AF8F4CF6C5E874B9A063CB1A4BE9A3F5E6CB5D,65,0.72,21938,19219,NP
https://downloaded-records-remedy-rrp.trycloudflare.com/login.html,69,0,2375,39,D
http://3315-68-113-82-61.ngrok.io/login1.php,95,0,53849,164,P
https://td.intelliresponse.com/tdvisa/?requestType=NormalRequest&source=3&id=252&question=What+is+a+transaction,67,0.54,38639,38636,P
https://prottoqng.weebly.com/,83,0.8,31243,31243,C
https://elespaciodeltiempo.space/wite/,88,0.87,13803,13799,P
https://hatmega.com/onlyfans/,66,0.65,66412,66509,P
https://voucher-card.xyz/5a3655a?s1=Open+Bo,77,0.21,,21401,P
https://generatetoplead.xyz/%20/forniteskinfree?s1=jegreg,70,0,64984,39,D
https://www-roblox.com.se/users/49726022/profile,84,0.88,345738,345855,P
https://concursos-online.000webhostapp.com/,77,0.02,95089,28667,P
http://configdrive.webcindario.com/,78,0.06,82532,2735,P
https://www.zebra.com/es/es/products/software/barcode-printers/print-dna/zebra-designer.html?tactic_type=WBP&tactic_detail=Desc_AV_GL_None_Youtube,65,0.39,1907850,335392,NP
http://store.onoffkorea.co.kr/api/sms/?params=QXlmlh69aA%2Bg/N3cJpbdp%2B6b%2B9832D1vEhI0y6gZidvIPnOl4b1vhRoBrN1QaPNE38XA0%2BP7PIgTCeP2973s87AlBRWwS/88kXfBMwDkZIUAGzq9hIJYFqtIl9AMeWTzQOH6yVUWrlVMZhfltmRNhD2QySkTWzTtHU/EZol5jDXE8r3vG%2B8v1bwoeogpK8qFVzYTD1UBsDdOIxyLENEgL4xHnzPs3hYr2KwBhaI9swWFqGN7CFj0YRbYNigtjVRMPSnilaDuTo5JGJzXd67ISyFGVrtFuDoU/1RkRbi0qhyvAyq0C6gj9%2BJkzg1vcHO9WYSIJ69YW7i7WhDVBkFyPEvpUmtlX7mNqPXsjFO%2BOFSBrWT8TAbYynnRx6fOIQsTb%2Bt1zLnQ9IVaIePDtFC6W1O64nDE%2BBjSvGDzFbauNTEpu825SUD7FzRmr7XgdtHnjCq9cCbBV1xoki%2BgJuWRa8Lb5VsdXLiWjRTWqZIIE8K01Nqj4vizCgAeLEet2o99kt1gbwubJwBRpH4cP4AZG31E9cXAGrfJmWKznGwazpy/mREhwoHfxfZTy04pEXuYK6GhcEyWnuAuM4a7oyMsmTM6NO3u4O/OHkxJNVRnvFJgVL0PFW0Dyax685BLU7ue0%2BY3tKmfvaHPDdB17R84ACNOMLhu0PDKV5j9HRNy4R0we3jk7SrMxEta9Zsvx6WkGxgUjT/t8D/BgSH6E26xKOULRePywvNdAKt%2Bgd7JVZZpuLqa844VCQjnNC6UJ3bekYXeRMg4Kp8M6DY2IGs/34Rtdlwr2l4/Sgpab2vRpOE%3D,65,0.53,4095,4095,P
