url,ursula_score,vision_score,ursula_size,vision_size,manual
https://allsmartaccessories.com/top-10-galaxy-note-20-20-ultra-cases-ringke-fusion-x-case/,7,0.18,81223,118885,NP
https://ec.europa.eu/info/files/education/juvenes-translatores/2020-contest/rules-and-instructions_it,0,0,0,43181,NP
https://app.contractortexter.com/marketing/inbox/1430480,26,0.3,,9214,NP
https://b1tlydns02io.com/nacionales/manuel-rosales-tilda-de-fructifera-su-reunion-con-el-presidente-nicolas-maduro-con-el-objetivo-de-concretar-acuerdos/,13,0.18,,113790,NP
https://lightroom.adobe.com/shares/9daa91675eac4fa997affbf2a7aac58c,0,0,0,560566,NP
https://mkyu.co.kr/major/details/200188?utm_campaign=200188_%EB%AF%BC%ED%99%94%EA%B7%B8%EB%A6%AC%EA%B8%B0_%EC%A7%81%ED%9B%84_%EB%AC%B8%EC%9E%90&utm_content=211202&utm_medium=promotion&utm_source=sms,33,0.34,,116075,NP
https://www.dw.com/zh/%E8%8B%B1%E5%86%9B%E6%83%85%E5%85%AD%E5%A4%84%E5%8C%97%E4%BA%AC%E8%AF%AF%E5%88%A4%E6%81%90%E5%AF%BC%E8%87%B4%E6%88%98%E4%BA%89/a-59983025,0,0,0,106217,NP
https://farm3.staticflickr.com/2720/4333977624_107523f2df_b.jpg,0,0,0,82,D
https://c.lazada.co.th/t/c.bVYJxO?url=https://www.lazada.co.th/shop/brands-suntory%3Fspm%3Da2o4m.home.top.dbr4.15272a80Y0QATI%26from%3Donesearch_brand_123244433%26scm%3D1003.4.icms-zebra-5000381-2587046.OTHER_6049391475_7522475,17,0,,39,NP
https://bethannescrapbooks.closetomyheart.com/Retail/Products.aspx?CatalogID=271,46,0.44,,1149993,NP
https://www.gq.com.mx/cuidado-personal/articulo/ejercicios-mas-faciles-para-bajar-de-peso,35,0.29,,435803,NP
https://www.ticketmaster.com/john-cleese-seattle-washington-05-23-2022/event/0F005B7DD3412AF8?CAMEFROM=CFC_SEATTLE_CTR_SOCIAL_SC-INSTA_JOHN-CLEESE-PRESALE-2021,0,0,0,2776,NP
https://www.hankookilbo.com/News/Read/A2021112620570000263?did=NA,32,0.29,,159868,NP
https://radiokingston.org/en/broadcast/green-radio-hour-w-jon-bowermaster/episodes/danskammer-goes-down-music-producer-david-baron,28,0.13,61086,27696,NP
http://orderbuk.com/liveconnect/format/invoice?id=MDRNMDAwfjIxMTIxUzExMzc5Ng==,27,0.19,,34349,NP
